client,vendor_id,vendor_name,vendor_type,status,email,contact_name,all_emails,website,additional_notes,address,city,region,country,postal_code,documents_count,non_responsive_since,last_request_sent,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fded1062446148bd848c1f,Bryan Torez,Party,active,batorez@yahoo.com,,batorez@yahoo.com,,,"8131 Parallel Parkway, Kansas City, Kansas, 66112",Kansas City,Kansas,United States,66112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c22,Bryght Labs,Party,active,wigh@bryghtlabs.com,,wigh@bryghtlabs.com,,,"11069 Strang Line Road, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c25,"Buckeye International, Inc",Party,active,dwildt@buckeyeinternational.com,,dwildt@buckeyeinternational.com,,,"2700 Wagner Place, Maryland Heights, Missouri, 63043",Maryland Heights,Missouri,United States,63043,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c28,Builder Direct LLC,Party,active,builderdirectkc@gmail.com,,builderdirectkc@gmail.com,,,"13215 Logan Lane, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c2b,Bunzl Distribution Inc,Party,active,Amy.west@bunzlusa.com,,Amy.west@bunzlusa.com,,,"Creve Coeur, Missouri, 63141",Creve Coeur,Missouri,United States,63141,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c2e,Bunzl Processor Distribution LLC,Party,active,,,,,,"5710 Northwest 41st Street, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c31,Burlis Lawson Group Inc,Party,active,jay@burlislawson.com,,jay@burlislawson.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c34,Busey Bank,Party,active,accounts.payable@busey.com,,accounts.payable@busey.com,,,"Urbandale, Illinois, 62914",Urbandale,Illinois,United States,62914,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c37,Butler Suppy Inc,Party,active,sdevore@butlersupply.com,,sdevore@butlersupply.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c3a,BWI Companies Inc,Party,active,jenniferglass@bwicompanies.com,,jenniferglass@bwicompanies.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c3d,Caravan Ingredients,Party,active,melissa.carbaugh@corbion.com,,melissa.carbaugh@corbion.com,,,"8250 Flint Street, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c40,Carondelet Orthopaedic Surgeons PC,Party,active,accountspayable@KCOI.com,,accountspayable@KCOI.com,,,"10777 Nall Avenue, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c43,Carrier Corporation,Party,active,carrierleasepay@cushwake.com,,carrierleasepay@cushwake.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c46,Carstar Riverside,Party,active,carstarriverside@carstarusa.com,,carstarriverside@carstarusa.com,,,"4104-4110 Northwest Riverside Street, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c49,Cass County Public Library,Party,active,finance@casscolibrary.org,,finance@casscolibrary.org,,,"400 East Mechanic Street, Harrisonville, Missouri, 64701",Harrisonville,Missouri,United States,64701,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c4c,Catholic Charities of Northeast Kansas Inc,Party,active,,,,,,"9720 West 87th Street, Overland Park, Kansas, 66212",Overland Park,Kansas,United States,66212,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c4f,CBD American Shaman LLC,Party,active,ap@cbdamericanshaman.com,,ap@cbdamericanshaman.com,,,"1501 Iron Street, Kansas City, Missouri, 64116",Kansas City,Missouri,United States,64116,0,,,,2026-05-08,2026-05-10,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c52,Centene Management Company LLC,Party,active,centeneinvoices@cushwake.com,,centeneinvoices@cushwake.com,,,"8325 Lenexa Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c55,Central Power Systems & Services LLC,Party,active,Lori.Gartner@cpower.com,,Lori.Gartner@cpower.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c58,Cetera Financial Group Inc,Party,active,kayla@planningretirements.com,,kayla@planningretirements.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c5b,"Challenger Sports, Inc.",Party,active,cfranchett@challengerteamwear.com,,cfranchett@challengerteamwear.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c5e,Champion Supply Company LLC,Party,active,jaiminp@championok.com,,jaiminp@championok.com,,,"5201 Southwest 36th Street, Oklahoma City, Oklahoma, 73179",Oklahoma City,Oklahoma,United States,73179,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c61,Charles D Jones Company,Party,active,michelle@cdjones.com,,michelle@cdjones.com,,,"4400 Northwest 41st Street, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c64,Chazmine English,Party,active,chazabella1@icloud.com,,chazabella1@icloud.com,,,"1715 1/2 West 39th Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c67,Check Into Cash of Kansas LLC,Party,active,slambert@ccfi.com,,slambert@ccfi.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1062446148bd848c6a,Cherish The Furs LLC,Party,active,cherishthequeen@yahoo.com,,cherishthequeen@yahoo.com,,,"3416 West 144th Street, Overland Park, Kansas, 66224",Overland Park,Kansas,United States,66224,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c6d,Chin Asian Restaurant,Party,active,harrylian1212@gmail.com,,harrylian1212@gmail.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c70,Chipotle Mexican Grill,Party,active,carla.bright@chipotle.com,,carla.bright@chipotle.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c73,Chris Keegan,Party,active,chriskeegan816@yahoo.com,,chriskeegan816@yahoo.com,,,"401 East 117th Street, Kansas City, Missouri, 64131",Kansas City,Missouri,United States,64131,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c76,"Chrysalis Center, LLC",Party,active,miesse@sbcglobal.net,,miesse@sbcglobal.net,,,"9500 East 63rd Street, Raytown, Missouri, 64133",Raytown,Missouri,United States,64133,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c79,CigaWatt LLC,Party,active,catherine@cigawatt.com,,catherine@cigawatt.com,,,"1420 Southwest Eagles Parkway, Grain Valley, Missouri, 64029",Grain Valley,Missouri,United States,64029,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c7c,"Cingular Wireless, LLC",Party,active,gl2461@att.com,,gl2461@att.com,,,"AT&T Way, Bedminster, New Jersey, 07921",Bedminster,New Jersey,United States,07921,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c7f,CJ Industries LLC,Party,active,mindy@cjikc.com,,mindy@cjikc.com,,,"610 South 78 Street, Kansas City, Kansas, 66111",Kansas City,Kansas,United States,66111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c82,Clarivate Analytics LLC,Party,active,clarivate@nationalleaseadvisors.com,,clarivate@nationalleaseadvisors.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c85,ClassOneModelWorks.com LLC,Party,active,brad.voth@classonemodelworks.com,,brad.voth@classonemodelworks.com,,,"6130 Northwest Hickory Place, Parkville, Missouri, 64152",Parkville,Missouri,United States,64152,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c88,Clopay Building Products,Party,active,accountspayable@clopay.com,,accountspayable@clopay.com,,,"8585 Duke Boulevard, Mason, Ohio, 45040",Mason,Ohio,United States,45040,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c8b,CNR Construction KC LLC,Party,active,Accounting@cnr.construction,,Accounting@cnr.construction,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c8e,Coffel Construction LLC,Party,active,kccoffelconstruction@gmail.com,,kccoffelconstruction@gmail.com,,,"9500 East 63rd Street, Raytown, Missouri, 64133",Raytown,Missouri,United States,64133,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c91,Colarelli Meyer & Associates,Party,active,mobrien@cmaconsult.com,,mobrien@cmaconsult.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c94,"College Park Endoscopy Center, LLC",Party,active,CPKE.AP@hcahealthcare.com,,CPKE.AP@hcahealthcare.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c97,"Commercial Industrial Supply, LLC",Party,active,admin@ciscokc.com,,admin@ciscokc.com,,,"112 Northwest Business Park Lane, Riverside, Missouri, 64150",Riverside,Missouri,United States,64150,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c9a,Companion Protect Agency,Party,active,klowery@companionprotect.com,,klowery@companionprotect.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848c9d,Concrete Strategies LLC,Party,active,clayco.cla@cresa.com,,clayco.cla@cresa.com,,,"167 North Green Street, Chicago, Illinois, 60607",Chicago,Illinois,United States,60607,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848ca0,Consolidated Supply Co,Party,active,CJanicek@CKFCO.COM,,CJanicek@CKFCO.COM,,,"10325 J Street, Omaha, Nebraska, 68127",Omaha,Nebraska,United States,68127,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848ca3,Converge LLC,Party,active,molly@mollysaunders.com,,molly@mollysaunders.com,,,"8405 Pflumm Circle, Lenexa, Kansas, 66215",Lenexa,Kansas,United States,66215,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848ca6,Convergint Technologies LLC,Party,active,adrienne.zaucha@convergint.com,,adrienne.zaucha@convergint.com,,,"8345 Lenexa Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848ca9,Core Adventures LLC,Party,active,elizabeth@bigredm.com,,elizabeth@bigredm.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cac,CORE Cashless LLC,Party,active,ap.corecashless@valsoftcorp.com,,ap.corecashless@valsoftcorp.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848caf,Cornerstones Barbershop LLC,Party,active,cornerstones.bbs@gmail.com,,cornerstones.bbs@gmail.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cb2,Corporate Flooring Inc,Party,active,blakeley@corporateflooring.net,,blakeley@corporateflooring.net,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cb5,Cort Business Services,Party,active,CORT.cla@cresa.com,,CORT.cla@cresa.com,,,"167 North Green Street, Chicago, Illinois, 60607",Chicago,Illinois,United States,60607,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cb8,CorVel Healthcare Corporation,Party,active,dan_ingalsbe@corvel.com,,dan_ingalsbe@corvel.com,,,"11101 Switzer Road, Overland Park, Kansas, 66210",Overland Park,Kansas,United States,66210,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cbb,Cosentino Group Inc,Party,active,kylie_stock@cosentinos.com,,kylie_stock@cosentinos.com,,,"13180 Metcalf Avenue, Overland Park, Kansas, 66213",Overland Park,Kansas,United States,66213,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1162446148bd848cbe,Costco-Innovel Properties LLC,Party,active,reaccounting@costco.com,,reaccounting@costco.com,,,"3333 Beverly Road, Hoffman Estates, Illinois, 60179",Hoffman Estates,Illinois,United States,60179,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cc1,Covisian CTX LLC,Party,active,karind@centrinex.com,,karind@centrinex.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cc4,Creative Collaboration LLC,Party,active,gregory.d.metz@ampf.com,,gregory.d.metz@ampf.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cc7,Creative Consumer Concepts Inc,Party,active,AP@c3mail.com,,AP@c3mail.com,,,"Kansas, 66207",,Kansas,United States,66207,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cca,Crescent Electric Supply Co Inc,Party,active,APCORP@cesco.com,,APCORP@cesco.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848ccd,Crescent Springs Healing Center,Party,active,crescentsprings@gmail.com,,crescentsprings@gmail.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cd0,Crossroads Courier Inc,Party,active,accounting@crossroadscourier.com,,accounting@crossroadscourier.com,,,"2008 Altom Court, St. Louis, Missouri, 63146",St. Louis,Missouri,United States,63146,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cd3,Crown MedRealty Partners LLC,Party,active,mcostanzo@crownmedrealty.com,,mcostanzo@crownmedrealty.com,,,"11460 Tomahawk Creek Parkway, Leawood, Kansas, 66211",Leawood,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cd6,Cruise Marketing Inc,Party,active,doug.griggs@cruisemarketing.net,,doug.griggs@cruisemarketing.net,,,"5512 Northeast 17th Street, Des Moines, Iowa, 50313",Des Moines,Iowa,United States,50313,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cd9,Curtis Holding Company LLC,Party,active,trevor.curtis@expresspros.com,,trevor.curtis@expresspros.com,,,"12705 South Mur-Len Road, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cdc,D L Smith Electrical Construction,Party,active,accounting@dlsmith.com,,accounting@dlsmith.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cdf,DA Davidson & Co,Party,active,rent@dadco.com,,rent@dadco.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848ce2,Dactyl LLC,Party,active,thetaradawn@gmail.com,,thetaradawn@gmail.com,,,"340 Northeast Parks Edge Drive, Lee's Summit, Missouri, 64064",Lee's Summit,Missouri,United States,64064,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848ce5,Daikin TMI LLC,Party,active,Tracy.Mills@tmi-stl.com,,Tracy.Mills@tmi-stl.com,,,"715 Goddard Avenue, Chesterfield, Missouri, 63005",Chesterfield,Missouri,United States,63005,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848ce8,Dairy Farmers Of America,Party,active,nsteffen@dfamilk.com,,nsteffen@dfamilk.com,,,"1405 North 98th Street, Kansas City, Kansas, 66111",Kansas City,Kansas,United States,66111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848ceb,Dairy Farmers of America Inc,Party,active,Joshua.woods1@dfamilk.com,,Joshua.woods1@dfamilk.com,,,"2711 North Haskell Avenue, Dallas, Texas, 75204",Dallas,Texas,United States,75204,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cee,Dark Horse Collective LLC,Party,active,holcomb.hollyanne@gmail.com,,holcomb.hollyanne@gmail.com,,,"723 East 18th Street, Kansas City, Missouri, 64108",Kansas City,Missouri,United States,64108,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cf1,Data Systems Inc,Party,active,msutton@rdspos.com,,msutton@rdspos.com,,,"11316 West 80th Street, Shawnee, Kansas, 66214",Shawnee,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cf4,Data Systems International Inc,Party,active,ap@dsiglobal.com,,ap@dsiglobal.com,,,"11101 Switzer Road, Overland Park, Kansas, 66210",Overland Park,Kansas,United States,66210,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cf7,DataLocker Inc,Party,active,accounting@datalocker.com,,accounting@datalocker.com,,,"12695 Metcalf Avenue, Overland Park, Kansas, 66213",Overland Park,Kansas,United States,66213,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cfa,David M & Lisa Wallace,Party,active,lisawallace72@gmail.com,,lisawallace72@gmail.com,,,"805 Northwest Donovan Road, Lee's Summit, Missouri, 64086",Lee's Summit,Missouri,United States,64086,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848cfd,David Remick,Party,active,davidremick@email.com,,davidremick@email.com,,,"3909 Bell Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d00,Daylight Donuts-Olathe LLC,Party,active,hengboy60@gmail.com,,hengboy60@gmail.com,,,"12705 South Mur-Len Road, Olathe, Kansas, 66062",Olathe,Kansas,United States,66062,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d03,DCB Homes LLC,Party,active,dcb1211@yahoo.com,,dcb1211@yahoo.com,,,"9059 Overhill Circle, De Soto, Kansas, 66018",De Soto,Kansas,United States,66018,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d06,"Dental Health Essentials, LLC",Party,active,ruslan33@yahoo.com,,ruslan33@yahoo.com,,,"8299 Melrose Drive, Lenexa, Kansas, 66214",Lenexa,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d09,Dentek Inc,Party,active,Shauna@npgkc.com,,Shauna@npgkc.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d0c,Dermatology Consultants,Party,active,Barb@dermcomw.com,,Barb@dermcomw.com,,,"10777 Nall Avenue, Overland Park, Kansas, 66211",Overland Park,Kansas,United States,66211,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1262446148bd848d0f,"Diamond Towel and Supply Company, LLC",Party,active,dant@diamondtowel.com,,dant@diamondtowel.com,,,"3146 South 24th Street, Kansas City, Kansas, 66106",Kansas City,Kansas,United States,66106,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d12,Diana M Dang,Party,active,dianadang1000@gmail.com,,dianadang1000@gmail.com,,,"6205 North Harrison Street, Kansas City, Missouri, 64118",Kansas City,Missouri,United States,64118,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d15,Dineshkumar P Patel and Jigneshkumar D Patel,Party,active,jignesh125@gmail.com,,jignesh125@gmail.com,,,"5804 Lightpost Drive, Columbia, Missouri, 65201",Columbia,Missouri,United States,65201,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d18,Discover Church,Party,active,grace@discoverchurchkc.com,,grace@discoverchurchkc.com,,,"8400 Northwest 107th Terrace, Kansas City, Missouri, 64153",Kansas City,Missouri,United States,64153,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d1b,Divino Brands LLC,Party,active,,,,,,"4324 Genessee Street, Kansas City, Missouri, 64111",Kansas City,Missouri,United States,64111,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d1e,Dolgencorp Inc-Store #03785,Party,active,hspillma@dollargeneral.com,,hspillma@dollargeneral.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d21,Dollar Stree Stores Inc #4448,Party,active,KS_Rents@dollartree.com,,KS_Rents@dollartree.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d24,Dollar Tree #03352,Party,active,MO_rents@dollartree.com,,MO_rents@dollartree.com,,,"500 Volvo Parkway, Chesapeake, Virginia, 23320",Chesapeake,Virginia,United States,23320,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d27,Dollar Tree #4044,Party,active,dmullins@dollartree.com,,dmullins@dollartree.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d2a,Dollar Tree #8462,Party,active,MO_rents@dollartree.com,,MO_rents@dollartree.com,,,"500 Volvo Parkway, Chesapeake, Virginia, 23320",Chesapeake,Virginia,United States,23320,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d2d,Dr Darren Perry DDS LLC,Party,active,dperrydds@hotmail.com,,dperrydds@hotmail.com,,,"800 West 47th Street, Kansas City, Missouri, 64112",Kansas City,Missouri,United States,64112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d30,Dr. Floyd Wiggins III,Party,active,gservant2380@gmail.com,,gservant2380@gmail.com,,,"9500 East 63rd Street, Raytown, Missouri, 64133",Raytown,Missouri,United States,64133,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d33,DTG Medical Electronics,Party,active,david.davis@dtgmedical.com,,david.davis@dtgmedical.com,,,"8323 Melrose Drive, Overland Park, Kansas, 66214",Overland Park,Kansas,United States,66214,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d36,DVA Renal Healthcare,Party,active,rentdepartment@davita.com,,rentdepartment@davita.com,,,"Tacoma, Washington, 98401",Tacoma,Washington,United States,98401,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d39,E & T Plastics MFG. CO. INC.,Party,active,maltre@e-tplastics.com,,maltre@e-tplastics.com,,,"45-45 37th Street, New York, 11101",,New York,United States,11101,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d3c,E2 Optics LLC,Party,active,keri@e2optics.com,,keri@e2optics.com,,,"76 Inverness Drive East, Centennial, Colorado, 80112",Centennial,Colorado,United States,80112,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d3f,Eaton Corporation,Party,active,ps_eatondocs@cbre.com,,ps_eatondocs@cbre.com,,,"6055 Primacy Parkway, Memphis, Tennessee, 38119",Memphis,Tennessee,United States,38119,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d42,EcoShield Pest Solutions,Party,active,rep@theshieldco.com,,rep@theshieldco.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d45,Edible Arrangements,Party,active,dknox@edible.com,,dknox@edible.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d48,Edward D Jones & Co,Party,active,andy.nyland@edwardjones.com,,andy.nyland@edwardjones.com,,,"12555 Manchester Road, Des Peres, Missouri, 63131",Des Peres,Missouri,United States,63131,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d4b,Edward D Jones & Co LP,Party,active,edjleaseadmin@cushwake.com,,edjleaseadmin@cushwake.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d4e,Einstein Bros Bagels #3961,Party,active,rent@bagelbrands.com,,rent@bagelbrands.com,,,"1720 South Bellaire Street, Denver, Colorado, 80222",Denver,Colorado,United States,80222,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d51,Electrical Investments Inc,Party,active,office@electricalinvestments.com,,office@electricalinvestments.com,,,,,,,,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d54,"Electronics For Imaging, Inc",Party,active,Joseph.Ulicne@efi.com,,Joseph.Ulicne@efi.com,,,"6750 Dumbarton Circle, Fremont, California, 94555",Fremont,California,United States,94555,0,,,,2026-05-08,2026-05-08,2026-05-13
"Block Real Estate Services, LLC",69fded1362446148bd848d57,Elemetal Direct USA LLC,Party,active,lrangel@elemetal.com,,lrangel@elemetal.com,,,"10720 Composite Drive, Dallas, Texas, 75220",Dallas,Texas,United States,75220,0,,,,2026-05-08,2026-05-08,2026-05-13
